avaliacao_id,cliente_id,hospedagem_id,nota,comentario
4697,4697,34,2,"Incrível atendimento.
"
4698,4698,32,5,"Confortável localização.
"
4699,4699,29,1,"Ótima atendimento.
"
47,47,1,2,"Confortável infraestrutura.
"
470,470,6,5,"Excelente infraestrutura.
"
4700,4700,36,2,"Ótima limpeza.
"
4701,4701,34,3,"Excelente serviços.
"
4702,4702,33,5,"Ótima infraestrutura.
"
4703,4703,32,2,"Incrível limpeza.
"
4704,4704,29,5,"Agradável localização.
"
4705,4705,31,4,"Maravilhosa atendimento.
"
4706,4706,28,5,"Agradável atendimento.
"
4707,4707,27,5,"Incrível localização.
"
4708,4708,27,2,"Maravilhosa localização.
"
4709,4709,35,2,"Excelente localização.
"
471,471,5,2,"Excelente atendimento.
"
4710,4710,33,5,"Ótima atendimento.
"
4711,4711,24,2,"Agradável infraestrutura.
"
4712,4712,30,2,"Ótima infraestrutura.
"
4713,4713,36,2,"Ótima localização.
"
4714,4714,25,2,"Ótima localização.
"
4715,4715,34,5,"Incrível serviços.
"
4716,4716,41,1,"Confortável limpeza.
"
4717,4717,34,4,"Maravilhosa limpeza.
"
4718,4718,38,3,"Ótima serviços.
"
4719,4719,35,3,"Maravilhosa localização.
"
472,472,6,4,"Excelente infraestrutura.
"
4720,4720,32,4,"Incrível limpeza.
"
4721,4721,28,1,"Confortável limpeza.
"
4722,4722,31,2,"Agradável limpeza.
"
4723,4723,26,4,"Confortável atendimento.
"
4724,4724,35,4,"Incrível limpeza.
"
4725,4725,8,2,"Ótima localização.
"
4726,4726,18,5,"Maravilhosa limpeza.
"
4727,4727,38,1,"Confortável infraestrutura.
"
4728,4728,33,5,"Excelente localização.
"
4729,4729,35,4,"Maravilhosa limpeza.
"
473,473,3,4,"Maravilhosa infraestrutura.
"
4730,4730,28,2,"Excelente limpeza.
"
4731,4731,42,4,"Excelente infraestrutura.
"
4732,4732,43,2,"Incrível limpeza.
"
4733,4733,38,5,"Excelente limpeza.
"
4734,4734,25,2,"Ótima limpeza.
"
4735,4735,39,5,"Incrível serviços.
"
4736,4736,39,3,"Confortável serviços.
"
4737,4737,24,1,"Excelente atendimento.
"
4738,4738,28,3,"Agradável atendimento.
"
4739,4739,38,2,"Agradável serviços.
"
474,474,2,5,"Incrível atendimento.
"
4740,4740,40,4,"Excelente serviços.
"
4741,4741,36,5,"Incrível infraestrutura.
"
4742,4742,31,5,"Agradável atendimento.
"
4743,4743,31,2,"Ótima infraestrutura.
"
4744,4744,3,4,"Agradável localização.
"
4745,4745,28,1,"Excelente limpeza.
"
4746,4746,21,5,"Excelente limpeza.
"
4747,4747,27,5,"Incrível infraestrutura.
"
4748,4748,33,4,"Confortável infraestrutura.
"
4749,4749,33,3,"Confortável atendimento.
"
475,475,6,1,"Agradável serviços.
"
4750,4750,31,2,"Ótima serviços.
"
4751,4751,28,4,"Ótima atendimento.
"
4752,4752,32,3,"Excelente limpeza.
"
4753,4753,32,1,"Incrível localização.
"
4754,4754,23,1,"Agradável atendimento.
"
4755,4755,35,5,"Ótima infraestrutura.
"
4756,4756,26,4,"Agradável infraestrutura.
"
4757,4757,28,5,"Maravilhosa infraestrutura.
"
4758,4758,34,2,"Maravilhosa atendimento.
"
4759,4759,11,2,"Agradável limpeza.
"
476,476,5,1,"Agradável infraestrutura.
"
4760,4760,28,2,"Agradável limpeza.
"
4761,4761,32,1,"Confortável atendimento.
"
4762,4762,27,1,"Confortável limpeza.
"
4763,4763,37,3,"Confortável atendimento.
"
4764,4764,32,3,"Ótima localização.
"
4765,4765,11,4,"Ótima serviços.
"
4766,4766,35,3,"Ótima atendimento.
"
4767,4767,31,4,"Incrível serviços.
"
4768,4768,35,3,"Excelente infraestrutura.
"
4769,4769,29,4,"Maravilhosa serviços.
"
477,477,2,3,"Confortável limpeza.
"
4770,4770,6,2,"Confortável localização.
"
4771,4771,35,1,"Agradável atendimento.
"
4772,4772,36,3,"Agradável localização.
"
4773,4773,36,3,"Ótima serviços.
"
4774,4774,27,3,"Agradável limpeza.
"
4775,4775,32,4,"Agradável localização.
"
4776,4776,32,1,"Maravilhosa limpeza.
"
4777,4777,10,4,"Excelente localização.
"
4778,4778,30,4,"Agradável limpeza.
"
4779,4779,28,2,"Confortável atendimento.
"
478,478,3,4,"Incrível serviços.
"
4780,4780,40,2,"Maravilhosa atendimento.
"
4781,4781,27,5,"Agradável atendimento.
"
4782,4782,37,1,"Incrível serviços.
"
4783,4783,32,5,"Incrível localização.
"
4784,4784,34,1,"Agradável limpeza.
"
4785,4785,2,5,"Maravilhosa serviços.
"
4786,4786,19,4,"Ótima limpeza.
"
4787,4787,38,2,"Maravilhosa limpeza.
"
4788,4788,30,5,"Maravilhosa localização.
"
4789,4789,26,1,"Ótima localização.
"
479,479,9,5,"Agradável serviços.
"
4790,4790,33,1,"Confortável serviços.
"
4791,4791,24,3,"Maravilhosa infraestrutura.
"
4792,4792,25,4,"Confortável limpeza.
"
4793,4793,19,3,"Agradável limpeza.
"
4794,4794,37,4,"Agradável serviços.
"
4795,4795,39,4,"Maravilhosa localização.
"
4796,4796,36,4,"Excelente limpeza.
"
4797,4797,31,5,"Confortável limpeza.
"
4798,4798,39,5,"Agradável localização.
"
4799,4799,10,1,"Maravilhosa infraestrutura.
"
48,48,1,3,"Ótima atendimento.
"
480,480,2,1,"Excelente localização.
"
4800,4800,22,4,"Agradável atendimento.
"
4801,4801,34,5,"Excelente localização.
"
4802,4802,21,1,"Agradável infraestrutura.
"
4803,4803,35,5,"Incrível limpeza.
"
4804,4804,31,2,"Incrível serviços.
"
4805,4805,10,4,"Excelente serviços.
"
4806,4806,27,4,"Excelente serviços.
"
4807,4807,34,3,"Excelente localização.
"
4808,4808,33,4,"Agradável limpeza.
"
4809,4809,38,1,"Incrível infraestrutura.
"
481,481,3,1,"Ótima serviços.
"
4810,4810,33,5,"Ótima infraestrutura.
"
4811,4811,29,1,"Excelente infraestrutura.
"
4812,4812,27,1,"Agradável serviços.
"
4813,4813,35,3,"Agradável serviços.
"
4814,4814,35,5,"Confortável localização.
"
4815,4815,36,1,"Maravilhosa localização.
"
4816,4816,32,2,"Incrível serviços.
"
4817,4817,36,4,"Agradável limpeza.
"
4818,4818,37,4,"Incrível localização.
"
4819,4819,30,3,"Maravilhosa serviços.
"
482,482,6,4,"Maravilhosa infraestrutura.
"
4820,4820,26,2,"Maravilhosa serviços.
"
4821,4821,26,1,"Maravilhosa limpeza.
"
4822,4822,34,3,"Confortável atendimento.
"
4823,4823,28,2,"Agradável limpeza.
"
4824,4824,26,4,"Confortável localização.
"
4825,4825,32,3,"Incrível serviços.
"
4826,4826,32,2,"Maravilhosa limpeza.
"
4827,4827,37,2,"Incrível limpeza.
"
4828,4828,23,5,"Confortável limpeza.
"
4829,4829,37,3,"Maravilhosa infraestrutura.
"
483,483,6,3,"Ótima atendimento.
"
4830,4830,31,2,"Agradável infraestrutura.
"
4831,4831,36,2,"Ótima infraestrutura.
"
4832,4832,33,2,"Ótima limpeza.
"
4833,4833,29,1,"Incrível serviços.
"
4834,4834,29,5,"Maravilhosa infraestrutura.
"
4835,4835,38,4,"Excelente atendimento.
"
4836,4836,28,5,"Maravilhosa atendimento.
"
4837,4837,4,5,"Confortável localização.
"
4838,4838,19,1,"Incrível serviços.
"
4839,4839,31,2,"Incrível limpeza.
"
484,484,5,5,"Maravilhosa atendimento.
"
4840,4840,26,4,"Confortável serviços.
"
4841,4841,34,5,"Confortável atendimento.
"
4842,4842,29,2,"Agradável serviços.
"
4843,4843,26,1,"Maravilhosa infraestrutura.
"
4844,4844,37,1,"Excelente infraestrutura.
"
4845,4845,16,5,"Maravilhosa infraestrutura.
"
4846,4846,40,2,"Incrível serviços.
"
4847,4847,36,4,"Maravilhosa serviços.
"
4848,4848,34,5,"Incrível localização.
"
4849,4849,38,3,"Confortável serviços.
"
485,485,5,3,"Agradável infraestrutura.
"
4850,4850,29,2,"Ótima infraestrutura.
"
4851,4851,35,1,"Confortável atendimento.
"
4852,4852,44,3,"Incrível infraestrutura.
"
4853,4853,17,4,"Incrível atendimento.
"
4854,4854,37,3,"Ótima atendimento.
"
4855,4855,26,2,"Excelente atendimento.
"
4856,4856,34,5,"Agradável infraestrutura.
"
4857,4857,27,4,"Agradável infraestrutura.
"
4858,4858,21,2,"Incrível atendimento.
"
4859,4859,21,1,"Maravilhosa atendimento.
"
486,486,5,2,"Ótima localização.
"
4860,4860,20,5,"Maravilhosa localização.
"
4861,4861,25,5,"Ótima localização.
"
4862,4862,27,5,"Agradável infraestrutura.
"
4863,4863,35,1,"Excelente infraestrutura.
"
4864,4864,29,1,"Excelente infraestrutura.
"
4865,4865,27,2,"Incrível atendimento.
"
4866,4866,31,3,"Agradável atendimento.
"
4867,4867,36,2,"Excelente atendimento.
"
4868,4868,27,4,"Agradável infraestrutura.
"
4869,4869,33,5,"Agradável localização.
"
487,487,5,3,"Incrível serviços.
"
4870,4870,41,2,"Confortável limpeza.
"
4871,4871,33,3,"Incrível limpeza.
"
4872,4872,28,1,"Ótima localização.
"
4873,4873,26,1,"Excelente limpeza.
"
4874,4874,36,5,"Maravilhosa limpeza.
"
4875,4875,18,1,"Confortável serviços.
"
4876,4876,35,1,"Incrível limpeza.
"
4877,4877,14,1,"Incrível infraestrutura.
"
4878,4878,34,5,"Agradável atendimento.
"
4879,4879,27,2,"Ótima infraestrutura.
"
488,488,7,3,"Agradável atendimento.
"
4880,4880,10,4,"Excelente limpeza.
"
4881,4881,41,1,"Excelente infraestrutura.
"
4882,4882,29,5,"Maravilhosa localização.
"
4883,4883,29,5,"Ótima localização.
"
4884,4884,31,5,"Ótima atendimento.
"
4885,4885,29,4,"Excelente limpeza.
"
4886,4886,31,4,"Ótima limpeza.
"
4887,4887,39,4,"Excelente limpeza.
"
4888,4888,25,2,"Confortável localização.
"
4889,4889,38,3,"Agradável localização.
"
489,489,3,1,"Agradável infraestrutura.
"
4890,4890,31,2,"Agradável atendimento.
"
4891,4891,35,5,"Ótima localização.
"
4892,4892,19,4,"Incrível serviços.
"
4893,4893,30,3,"Confortável serviços.
"
4894,4894,26,4,"Ótima limpeza.
"
4895,4895,29,1,"Maravilhosa serviços.
"
4896,4896,29,1,"Incrível atendimento.
"
4897,4897,29,3,"Maravilhosa infraestrutura.
"
4898,4898,33,3,"Maravilhosa infraestrutura.
"
4899,4899,36,2,"Ótima atendimento.
"
49,49,2,4,"Maravilhosa infraestrutura.
"
490,490,5,5,"Maravilhosa atendimento.
"
4900,4900,28,4,"Excelente infraestrutura.
"
4901,4901,30,5,"Confortável atendimento.
"
4902,4902,17,4,"Incrível limpeza.
"
4903,4903,35,1,"Incrível localização.
"
4904,4904,31,5,"Agradável localização.
"
4905,4905,31,3,"Incrível infraestrutura.
"
4906,4906,35,5,"Ótima localização.
"
4907,4907,16,2,"Confortável serviços.
"
4908,4908,24,3,"Confortável infraestrutura.
"
4909,4909,20,4,"Confortável atendimento.
"
491,491,3,1,"Maravilhosa localização.
"
4910,4910,33,1,"Incrível infraestrutura.
"
4911,4911,19,2,"Agradável atendimento.
"
4912,4912,30,5,"Ótima serviços.
"
4913,4913,39,2,"Confortável serviços.
"
4914,4914,35,5,"Incrível atendimento.
"
4915,4915,37,3,"Incrível infraestrutura.
"
4916,4916,28,4,"Agradável limpeza.
"
4917,4917,33,1,"Maravilhosa infraestrutura.
"
4918,4918,34,5,"Agradável serviços.
"
4919,4919,31,1,"Excelente localização.
"
492,492,2,5,"Incrível infraestrutura.
"
4920,4920,26,5,"Maravilhosa limpeza.
"
4921,4921,31,2,"Confortável localização.
"
4922,4922,31,3,"Maravilhosa localização.
"
4923,4923,36,2,"Agradável localização.
"
4924,4924,36,4,"Excelente infraestrutura.
"
4925,4925,35,5,"Maravilhosa serviços.
"
4926,4926,30,4,"Confortável serviços.
"
4927,4927,23,1,"Excelente atendimento.
"
4928,4928,38,4,"Maravilhosa limpeza.
"
4929,4929,25,5,"Maravilhosa serviços.
"
493,493,8,2,"Maravilhosa serviços.
"
4930,4930,39,5,"Maravilhosa infraestrutura.
"
4931,4931,38,5,"Confortável localização.
"
4932,4932,23,2,"Incrível serviços.
"
4933,4933,37,5,"Ótima infraestrutura.
"
4934,4934,33,1,"Agradável limpeza.
"
4935,4935,21,4,"Agradável localização.
"
4936,4936,22,3,"Excelente localização.
"
4937,4937,17,2,"Ótima localização.
"
4938,4938,21,1,"Maravilhosa localização.
"
4939,4939,35,2,"Maravilhosa limpeza.
"
494,494,1,3,"Agradável limpeza.
"
4940,4940,13,3,"Agradável localização.
"
4941,4941,31,1,"Ótima localização.
"
4942,4942,25,5,"Maravilhosa atendimento.
"
4943,4943,25,5,"Confortável infraestrutura.
"
4944,4944,36,5,"Incrível infraestrutura.
"
4945,4945,39,2,"Maravilhosa limpeza.
"
4946,4946,34,2,"Confortável atendimento.
"
4947,4947,33,4,"Incrível limpeza.
"
4948,4948,37,1,"Agradável localização.
"
4949,4949,34,2,"Confortável infraestrutura.
"
495,495,1,1,"Maravilhosa atendimento.
"
4950,4950,35,5,"Incrível localização.
"
4951,4951,17,1,"Incrível atendimento.
"
4952,4952,27,1,"Excelente infraestrutura.
"
4953,4953,7,5,"Agradável localização.
"
4954,4954,38,5,"Incrível infraestrutura.
"
4955,4955,29,4,"Confortável localização.
"
4956,4956,31,3,"Confortável serviços.
"
4957,4957,17,4,"Incrível localização.
"
4958,4958,35,3,"Agradável infraestrutura.
"
4959,4959,26,5,"Incrível atendimento.
"
496,496,7,1,"Ótima localização.
"
4960,4960,36,2,"Incrível localização.
"
4961,4961,33,2,"Confortável infraestrutura.
"
4962,4962,34,3,"Confortável limpeza.
"
4963,4963,35,4,"Agradável serviços.
"
4964,4964,33,4,"Excelente localização.
"
4965,4965,31,3,"Maravilhosa atendimento.
"
4966,4966,14,5,"Excelente localização.
"
4967,4967,21,2,"Confortável limpeza.
"
4968,4968,12,1,"Confortável atendimento.
"
4969,4969,32,5,"Incrível infraestrutura.
"
497,497,4,5,"Ótima atendimento.
"
4970,4970,31,4,"Confortável serviços.
"
4971,4971,39,5,"Agradável limpeza.
"
4972,4972,37,4,"Agradável infraestrutura.
"
4973,4973,38,1,"Maravilhosa atendimento.
"
4974,4974,36,4,"Excelente atendimento.
"
4975,4975,32,5,"Incrível limpeza.
"
4976,4976,36,4,"Maravilhosa limpeza.
"
4977,4977,38,1,"Excelente atendimento.
"
4978,4978,30,3,"Ótima infraestrutura.
"
4979,4979,27,1,"Excelente limpeza.
"
498,498,5,5,"Ótima atendimento.
"
4980,4980,38,4,"Ótima atendimento.
"
4981,4981,35,5,"Ótima limpeza.
"
4982,4982,34,1,"Excelente atendimento.
"
4983,4983,20,2,"Excelente serviços.
"
4984,4984,26,4,"Incrível infraestrutura.
"
4985,4985,37,4,"Maravilhosa limpeza.
"
4986,4986,34,5,"Maravilhosa infraestrutura.
"
4987,4987,33,2,"Confortável limpeza.
"
4988,4988,42,3,"Agradável limpeza.
"
4989,4989,8,5,"Excelente localização.
"
499,499,4,1,"Confortável serviços.
"
4990,4990,35,1,"Incrível infraestrutura.
"
4991,4991,38,5,"Maravilhosa serviços.
"
4992,4992,31,5,"Agradável localização.
"
4993,4993,33,4,"Incrível atendimento.
"
4994,4994,29,4,"Incrível localização.
"
4995,4995,34,2,"Excelente serviços.
"
4996,4996,35,2,"Incrível serviços.
"
4997,4997,27,3,"Incrível serviços.
"
4998,4998,30,4,"Ótima infraestrutura.
"
4999,4999,18,5,"Ótima serviços.
"
5,5,1,1,"Maravilhosa atendimento.
"
50,50,1,3,"Incrível serviços.
"
500,500,4,1,"Incrível serviços.
"
5000,5000,11,1,"Maravilhosa infraestrutura.
"
5001,5001,33,5,"Confortável limpeza.
"
5002,5002,19,4,"Excelente limpeza.
"
5003,5003,36,1,"Incrível serviços.
"
5004,5004,27,2,"Maravilhosa limpeza.
"
5005,5005,32,5,"Confortável localização.
"
5006,5006,27,1,"Excelente infraestrutura.
"
5007,5007,32,5,"Incrível infraestrutura.
"
5008,5008,24,1,"Confortável serviços.
"
5009,5009,39,5,"Ótima serviços.
"
501,501,6,3,"Incrível atendimento.
"
5010,5010,21,5,"Excelente infraestrutura.
"
5011,5011,34,1,"Ótima serviços.
"
5012,5012,30,3,"Incrível atendimento.
"
5013,5013,25,2,"Ótima limpeza.
"
5014,5014,22,5,"Maravilhosa atendimento.
"
5015,5015,35,3,"Incrível serviços.
"
5016,5016,37,4,"Excelente atendimento.
"
5017,5017,39,2,"Agradável atendimento.
"
5018,5018,30,1,"Ótima serviços.
"
5019,5019,39,2,"Incrível atendimento.
"
502,502,6,1,"Confortável localização.
"
5020,5020,42,3,"Agradável limpeza.
"
5021,5021,36,5,"Maravilhosa limpeza.
"
5022,5022,45,3,"Ótima limpeza.
"
5023,5023,34,5,"Confortável serviços.
"
5024,5024,41,3,"Confortável localização.
"
5025,5025,32,4,"Maravilhosa localização.
"
5026,5026,29,2,"Confortável atendimento.
"
5027,5027,31,3,"Agradável atendimento.
"
5028,5028,33,1,"Excelente infraestrutura.
"
5029,5029,39,5,"Incrível infraestrutura.
"
503,503,3,5,"Ótima atendimento.
"
5030,5030,31,3,"Ótima localização.
"
5031,5031,20,3,"Incrível atendimento.
"
5032,5032,19,1,"Ótima infraestrutura.
"
5033,5033,28,3,"Confortável atendimento.
"
5034,5034,32,1,"Confortável limpeza.
"
5035,5035,36,1,"Maravilhosa limpeza.
"
5036,5036,38,4,"Maravilhosa serviços.
"
5037,5037,34,3,"Incrível limpeza.
"
5038,5038,38,1,"Confortável infraestrutura.
"
5039,5039,33,5,"Maravilhosa serviços.
"
504,504,5,1,"Confortável atendimento.
"
5040,5040,34,3,"Ótima limpeza.
"
5041,5041,37,2,"Incrível limpeza.
"
5042,5042,41,1,"Ótima infraestrutura.
"
5043,5043,35,5,"Confortável serviços.
"
5044,5044,40,5,"Confortável limpeza.
"
5045,5045,37,5,"Maravilhosa infraestrutura.
"
5046,5046,36,1,"Excelente atendimento.
"
5047,5047,37,5,"Agradável serviços.
"
5048,5048,18,3,"Ótima serviços.
"
5049,5049,39,1,"Excelente atendimento.
"
505,505,5,2,"Maravilhosa serviços.
"
5050,5050,28,5,"Maravilhosa localização.
"
5051,5051,33,1,"Ótima infraestrutura.
"
5052,5052,40,1,"Incrível localização.
"
5053,5053,37,4,"Maravilhosa limpeza.
"
5054,5054,25,3,"Confortável serviços.
"
5055,5055,32,4,"Excelente localização.
"
5056,5056,36,1,"Agradável serviços.
"
5057,5057,37,2,"Excelente localização.
"
5058,5058,29,5,"Excelente serviços.
"
5059,5059,32,4,"Maravilhosa serviços.
"
506,506,6,2,"Excelente limpeza.
"
5060,5060,1,4,"Confortável infraestrutura.
"
5061,5061,38,3,"Excelente infraestrutura.
"
5062,5062,26,3,"Excelente limpeza.
"
5063,5063,1,2,"Ótima limpeza.
"
5064,5064,40,1,"Incrível limpeza.
"
5065,5065,42,4,"Ótima limpeza.
"
5066,5066,32,4,"Maravilhosa limpeza.
"
5067,5067,40,1,"Incrível localização.
"
5068,5068,39,5,"Confortável limpeza.
"
5069,5069,36,5,"Confortável localização.
"
507,507,10,4,"Ótima serviços.
"
5070,5070,30,4,"Maravilhosa serviços.
"
5071,5071,28,5,"Excelente localização.
"
5072,5072,37,4,"Maravilhosa localização.
"
5073,5073,36,4,"Confortável limpeza.
"
5074,5074,26,4,"Agradável serviços.
"
5075,5075,37,5,"Maravilhosa serviços.
"
5076,5076,40,1,"Maravilhosa atendimento.
"
5077,5077,35,4,"Confortável serviços.
"
5078,5078,13,1,"Ótima infraestrutura.
"
5079,5079,33,3,"Excelente localização.
"
508,508,7,2,"Excelente limpeza.
"
5080,5080,32,2,"Incrível serviços.
"
5081,5081,34,4,"Confortável limpeza.
"
5082,5082,34,4,"Agradável serviços.
"
5083,5083,28,3,"Excelente infraestrutura.
"
5084,5084,34,2,"Confortável localização.
"
5085,5085,27,5,"Maravilhosa atendimento.
"
5086,5086,42,2,"Confortável atendimento.
"
5087,5087,27,5,"Incrível infraestrutura.
"
5088,5088,3,4,"Maravilhosa localização.
"
5089,5089,34,5,"Ótima limpeza.
"
509,509,6,1,"Confortável localização.
"
5090,5090,37,5,"Agradável serviços.
"
5091,5091,32,3,"Ótima atendimento.
"
5092,5092,33,2,"Agradável limpeza.
"
5093,5093,35,3,"Agradável serviços.
"
5094,5094,39,3,"Maravilhosa atendimento.
"
5095,5095,35,2,"Incrível localização.
"
5096,5096,22,4,"Incrível limpeza.
"
5097,5097,30,1,"Excelente serviços.
"
5098,5098,40,2,"Incrível localização.
"
5099,5099,34,4,"Maravilhosa infraestrutura.
"
51,51,1,1,"Excelente limpeza.
"
510,510,5,2,"Confortável localização.
"
5100,5100,36,5,"Confortável infraestrutura.
"
5101,5101,35,2,"Excelente atendimento.
"
5102,5102,36,5,"Ótima infraestrutura.
"
5103,5103,23,3,"Maravilhosa serviços.
"
5104,5104,28,1,"Incrível infraestrutura.
"
5105,5105,22,5,"Excelente infraestrutura.
"
5106,5106,35,1,"Confortável atendimento.
"
5107,5107,33,5,"Incrível serviços.
"
5108,5108,28,4,"Maravilhosa infraestrutura.
"
5109,5109,11,1,"Maravilhosa limpeza.
"
511,511,1,4,"Confortável localização.
"
5110,5110,33,2,"Maravilhosa atendimento.
"
5111,5111,34,1,"Maravilhosa serviços.
"
5112,5112,36,5,"Confortável localização.
"
5113,5113,38,5,"Incrível serviços.
"
5114,5114,33,5,"Agradável limpeza.
"
5115,5115,28,2,"Maravilhosa localização.
"
5116,5116,31,4,"Maravilhosa atendimento.
"
5117,5117,42,1,"Confortável infraestrutura.
"
5118,5118,10,3,"Ótima atendimento.
"
5119,5119,32,5,"Ótima atendimento.
"
512,512,9,3,"Excelente serviços.
"
5120,5120,37,3,"Excelente infraestrutura.
"
5121,5121,38,1,"Excelente localização.
"
5122,5122,38,2,"Excelente localização.
"
5123,5123,43,3,"Ótima limpeza.
"
5124,5124,29,2,"Maravilhosa atendimento.
"
5125,5125,27,3,"Maravilhosa serviços.
"
5126,5126,33,1,"Incrível serviços.
"
5127,5127,23,3,"Agradável localização.
"
5128,5128,37,2,"Excelente atendimento.
"
5129,5129,42,3,"Excelente infraestrutura.
"
513,513,2,5,"Excelente localização.
"
5130,5130,43,1,"Ótima infraestrutura.
"
5131,5131,27,1,"Ótima serviços.
"
5132,5132,43,2,"Incrível localização.
"
5133,5133,37,2,"Ótima serviços.
"
5134,5134,35,4,"Ótima limpeza.
"
5135,5135,33,1,"Excelente localização.
"
5136,5136,38,1,"Agradável serviços.
"
5137,5137,30,2,"Agradável atendimento.
"
5138,5138,33,4,"Confortável atendimento.
"
5139,5139,9,5,"Ótima limpeza.
"
514,514,11,4,"Excelente serviços.
"
5140,5140,35,5,"Agradável infraestrutura.
"
5141,5141,26,1,"Excelente infraestrutura.
"
5142,5142,37,3,"Maravilhosa limpeza.
"
5143,5143,44,4,"Maravilhosa limpeza.
"
5144,5144,34,3,"Maravilhosa limpeza.
"
5145,5145,38,5,"Incrível atendimento.
"
5146,5146,38,2,"Incrível atendimento.
"
5147,5147,28,5,"Agradável atendimento.
"
5148,5148,38,2,"Excelente serviços.
"
5149,5149,38,5,"Incrível limpeza.
"
515,515,6,1,"Excelente serviços.
"
5150,5150,24,3,"Ótima limpeza.
"
5151,5151,30,3,"Confortável infraestrutura.
"
5152,5152,35,1,"Maravilhosa infraestrutura.
"
5153,5153,25,1,"Confortável atendimento.
"
5154,5154,29,2,"Ótima atendimento.
"
5155,5155,31,2,"Confortável serviços.
"
5156,5156,36,5,"Confortável serviços.
"
5157,5157,37,3,"Ótima limpeza.
"
5158,5158,43,3,"Incrível localização.
"
5159,5159,29,3,"Incrível limpeza.
"
516,516,8,3,"Excelente atendimento.
"
5160,5160,31,1,"Maravilhosa serviços.
"
5161,5161,33,2,"Incrível localização.
"
5162,5162,33,4,"Ótima infraestrutura.
"
5163,5163,27,5,"Agradável serviços.
"
5164,5164,41,5,"Ótima limpeza.
"
5165,5165,33,2,"Maravilhosa limpeza.
"
5166,5166,45,2,"Maravilhosa localização.
"
5167,5167,25,4,"Ótima atendimento.
"
5168,5168,34,3,"Confortável localização.
"
5169,5169,36,2,"Agradável atendimento.
"
517,517,2,2,"Ótima limpeza.
"
5170,5170,17,1,"Agradável limpeza.
"
5171,5171,38,1,"Ótima atendimento.
"
5172,5172,40,2,"Incrível serviços.
"
5173,5173,27,5,"Incrível limpeza.
"
5174,5174,46,3,"Maravilhosa limpeza.
"
5175,5175,24,3,"Excelente serviços.
"
5176,5176,27,1,"Excelente infraestrutura.
"
5177,5177,47,2,"Agradável serviços.
"
5178,5178,28,3,"Confortável infraestrutura.
"
5179,5179,37,4,"Incrível serviços.
"
518,518,3,2,"Confortável atendimento.
"
5180,5180,25,1,"Maravilhosa atendimento.
"
5181,5181,33,2,"Maravilhosa limpeza.
"
5182,5182,46,4,"Confortável infraestrutura.
"
5183,5183,29,5,"Agradável infraestrutura.
"
5184,5184,32,1,"Maravilhosa serviços.
"
5185,5185,36,4,"Confortável infraestrutura.
"
5186,5186,30,3,"Confortável atendimento.
"
5187,5187,28,5,"Ótima limpeza.
"
5188,5188,37,4,"Incrível limpeza.
"
5189,5189,35,3,"Ótima infraestrutura.
"
519,519,3,5,"Agradável atendimento.
"
5190,5190,38,5,"Incrível localização.
"
5191,5191,47,5,"Confortável localização.
"
5192,5192,36,4,"Agradável localização.
"
5193,5193,41,2,"Maravilhosa limpeza.
"
5194,5194,5,5,"Excelente infraestrutura.
"
5195,5195,38,1,"Agradável localização.
"
5196,5196,44,5,"Excelente localização.
"
5197,5197,40,1,"Ótima infraestrutura.
"
5198,5198,40,1,"Confortável atendimento.
"
5199,5199,37,3,"Agradável localização.
"
52,52,1,5,"Confortável limpeza.
"
520,520,2,1,"Ótima atendimento.
"
5200,5200,38,3,"Excelente serviços.
"
5201,5201,35,3,"Incrível limpeza.
"
5202,5202,39,4,"Excelente localização.
"
5203,5203,28,1,"Confortável atendimento.
"
5204,5204,41,5,"Confortável limpeza.
"
5205,5205,39,4,"Excelente infraestrutura.
"
5206,5206,30,3,"Incrível atendimento.
"
5207,5207,36,3,"Maravilhosa limpeza.
"
5208,5208,35,3,"Agradável limpeza.
"
5209,5209,31,3,"Excelente serviços.
"
521,521,9,5,"Agradável serviços.
"
5210,5210,30,1,"Incrível limpeza.
"
5211,5211,40,1,"Ótima atendimento.
"
5212,5212,35,1,"Excelente infraestrutura.
"
5213,5213,6,4,"Maravilhosa infraestrutura.
"
5214,5214,24,1,"Agradável infraestrutura.
"
5215,5215,37,5,"Maravilhosa localização.
"
5216,5216,28,2,"Maravilhosa infraestrutura.
"
5217,5217,27,2,"Excelente serviços.
"
5218,5218,29,2,"Incrível serviços.
"
5219,5219,36,3,"Confortável limpeza.
"
522,522,6,3,"Incrível infraestrutura.
"
5220,5220,31,2,"Maravilhosa limpeza.
"
5221,5221,39,3,"Incrível infraestrutura.
"
5222,5222,40,3,"Confortável limpeza.
"
5223,5223,34,4,"Excelente limpeza.
"
5224,5224,22,4,"Agradável infraestrutura.
"
5225,5225,32,1,"Maravilhosa limpeza.
"
5226,5226,33,1,"Incrível localização.
"
5227,5227,29,1,"Excelente localização.
"
5228,5228,41,1,"Ótima limpeza.
"
5229,5229,48,1,"Maravilhosa localização.
"
523,523,4,5,"Excelente infraestrutura.
"
5230,5230,39,1,"Confortável infraestrutura.
"
5231,5231,27,2,"Maravilhosa localização.
"
5232,5232,34,2,"Ótima atendimento.
"
5233,5233,41,1,"Ótima limpeza.
"
5234,5234,24,2,"Confortável atendimento.
"
5235,5235,37,1,"Incrível infraestrutura.
"
5236,5236,30,4,"Agradável limpeza.
"
5237,5237,39,1,"Agradável atendimento.
"
